"","Variables","Accuracy","Kappa","AccuracySD","KappaSD"
"1",1,0.521666666666667,0.026,0.276031358105554,0.568496046689896
"2",2,0.39,-0.196,0.237761671101332,0.484856385217019
"3",3,0.215,-0.528,0.189797899436178,0.392812984531223
